setpoint, RPS, adjust, acc_x, acc_y
0, 1.3, -13, -436.10, 63.10
0, 0.0, -11, -316.1, -68.2
0, 0.0, -11, -163.4, -26.6
0, 0.0, -11, -100.4, 19.0
0, 0.0, -11, -38.9, 19.5
0, 0.0, -11, -3.6, 48.3
0, 0.0, -11, -14.8, -66.6
0, 0.0, -11, 71.8, -40.10
0, 0.0, -11, 96.2, -4.1
0, 0.0, -11, 134.3, -58.4
0, 0.0, -11, -302.3, 0.0
0, 1.3, -13, -50.2, -14.8
0, 1.3, -14, -179.3, -44.1
0, 1.3, -14, -42.0, 16.1
0, 1.3, -14, -28.2, -15.9
0, 1.3, -14, 3.4, -15.4
0, 1.3, -14, 53.2, -15.4
0, 1.3, -14, 47.9, -28.2
0, 1.3, -14, 67.9, -24.1
0, 0.0, -11, 17.6, -21.0
0, 0.0, -11, -38.4, -17.4
0, 0.0, -11, -97.3, -20.10
0, 0.0, -11, -122.4, -22.5
0, 0.0, -11, -135.3, -27.7
0, 0.0, -11, -117.3, 6.3
0, 0.0, -11, -103.10, -15.9
0, 0.0, -11, -84.5, -8.7
0, 0.0, -11, -60.5, -9.2
0, 0.0, -11, -41.5, -13.3
0, 0.0, -11, -29.2, 0.10
0, 0.0, -11, -18.4, -2.6
0, 0.0, -11, -27.7, -3.1
0, 0.0, -11, -40.5, -7.7
0, 0.0, -11, -45.1, -9.2
0, 0.0, -11, -70.2, -11.8
0, 0.0, -11, -51.2, -17.4
0, 0.0, -11, -75.3, -6.7
0, 0.0, -11, -65.6, -14.4
0, 0.0, -11, -67.6, -12.3
0, 0.0, -11, -79.9, 9.3
0, 0.0, -11, -92.2, -2.1
0, 0.0, -11, -77.4, -25.6
0, 0.0, -11, -60.5, -10.7
0, 0.0, -11, -59.9, -3.6
0, 0.0, -11, -52.8, -9.2
0, 0.0, -11, -71.7, 7.8
0, 0.0, -11, -52.8, -45.6
0, 0.0, -11, -48.7, -13.8
