setpoint, RPS, adjust, acc_x, acc_y
15, 21.3, 15, 1999.9, 1265.1
15, 20.0, 15, -1155.2, -1902.7
15, 17.3, 15, -1216.7, -26.6
15, 20.0, 15, 978.5, -289.9
15, 21.3, 15, 123.0, 30.8
15, 21.3, 15, 1820.3, 344.2
15, 21.3, 15, 717.3, -282.8
15, 18.7, 15, 772.5, 545.9
15, 18.7, 15, 113.8, 974.1
15, 21.3, 15, 1999.9, -137.8
15, 22.7, 15, 520.10, 552.7
15, 21.3, 15, -1695.7, -841.2
15, 20.0, 15, -1563.5, 964.8
15, 20.0, 15, -775.1, -1024.1
15, 20.0, 15, 725.1, -1999.0
15, 22.7, 15, -901.1, 952.1
15, 22.7, 15, -1580.4, -909.3
15, 20.0, 15, -843.7, 1121.1
15, 20.0, 15, -1633.7, -1479.10
15, 21.3, 15, 1999.9, -1999.0
15, 22.7, 15, -833.5, -1209.0
15, 22.7, 15, -1342.2, -1796.6
15, 21.3, 15, 762.2, -1206.5
15, 20.0, 15, -1458.5, 205.6
15, 21.3, 15, 326.7, 1800.3
15, 22.7, 15, 1999.9, 1145.10
15, 22.7, 15, 1084.5, -1999.0
15, 21.3, 15, -107.1, -873.5
15, 21.3, 15, -1512.8, 1999.9
15, 22.7, 15, 172.4, 735.4
15, 24.0, 15, 1152.8, 348.6
15, 22.7, 15, -647.5, -1999.0
15, 21.3, 15, 1999.9, -1139.4
15, 22.7, 15, -1024.6, -1319.2
15, 24.0, 15, -1999.0, 1146.10
15, 24.0, 15, -1951.8, -1999.0
15, 22.7, 15, -1999.0, -1245.4
15, 22.7, 15, 1060.1, 1393.6
15, 24.0, 15, 1923.8, -707.5
15, 25.3, 15, -1086.6, -319.7
15, 24.0, 15, -1999.0, 1999.9
15, 24.0, 15, 1999.9, -1556.8
15, 24.0, 15, 1635.7, 1999.9
15, 25.3, 15, 363.8, 1999.9
15, 25.3, 15, 1999.9, 1242.7
15, 25.3, 15, -837.6, 611.3
15, 25.3, 15, -1740.8, 1999.9
15, 25.3, 15, -1430.3, 1511.2
15, 26.7, 15, 169.9, 786.1
15, 25.3, 15, -1999.0, -1999.0
15, 25.3, 15, -290.5, -1999.0
15, 25.3, 15, 485.4, -1964.2
15, 26.7, 15, -1999.0, -1999.0
15, 25.3, 15, -1999.0, -1999.0
15, 25.3, 15, 290.5, 1999.9
15, 26.7, 15, 277.8, -1999.0
15, 26.7, 15, -694.2, 1238.8
15, 28.0, 15, 1594.7, -1999.0
15, 28.0, 15, 605.5, 869.6
15, 28.0, 15, 1604.5, 1485.8
15, 26.7, 15, 1070.3, -847.8
15, 28.0, 15, 101.6, -859.6
15, 28.0, 15, -1280.2, 950.7
15, 28.0, 15, -1999.0, 1999.9
15, 28.0, 15, 858.4, -1999.0
15, 28.0, 15, 869.1, 821.8
15, 28.0, 15, 604.10, 1728.5
15, 28.0, 15, 25.9, -1683.9
0, 29.3, -30, 244.1, -1999.0
0, 29.3, -30, 1329.1, -1999.0
0, 29.3, -30, -1999.0, -1999.0
0, 28.0, -30, -1668.5, 1999.9
0, 29.3, -30, 1999.9, -1999.0
0, 29.3, -30, -1999.0, 1421.4
0, 29.3, -30, 98.1, -853.5
0, 26.7, -30, 513.2, 1487.3
0, 28.0, -30, 1252.4, -1999.0
0, 25.3, -30, -1999.0, -103.10
0, 24.0, -30, -1223.4, 295.9
0, 22.7, -30, -1999.0, -1795.6
0, 20.0, -30, -1999.0, -254.1
0, 16.0, -30, -1729.10, -55.3
0, 12.0, -30, -1999.0, 80.6
0, 10.7, -30, -1999.0, -1999.0
0, 6.7, -23, -1999.0, -1999.0
0, 5.3, -21, -1999.0, -1999.0
0, 2.7, -16, -1371.4, 823.7
0, 1.3, -14, -1289.4, 249.0
0, 0.0, -12, -1285.4, 932.1
0, 1.3, -14, -1880.1, 777.3
0, 1.3, -14, -663.9, 982.4
0, 1.3, -14, -117.3, 855.5
0, 1.3, -14, 249.5, 71.3
0, 1.3, -14, 92.8, -22.5
0, 1.3, -14, -42.0, 187.5
0, 1.3, -14, 100.1, 288.1
0, 1.3, -14, 118.7, 245.6
0, 1.3, -14, 60.1, 118.2
0, 1.3, -14, 0.10, -54.8
0, 1.3, -15, -54.3, 58.1
0, 1.3, -15, 11.2, 76.7
0, 1.3, -15, -122.4, -100.9
0, 1.3, -15, 58.6, -67.1
0, 2.7, -17, -38.4, -62.0
0, 2.7, -17, -37.9, 62.10
0, 1.3, -15, 53.2, 79.1
0, 1.3, -15, 53.7, -3.1
0, 1.3, -15, 69.3, 42.10
0, 1.3, -15, 33.2, 2.9
0, 1.3, -15, 18.6, 30.3
0, 1.3, -15, -41.0, 79.1
0, 0.0, -13, -2.6, 27.8
0, 0.0, -13, 26.4, 0.10
0, 0.0, -13, -72.7, 4.9
0, 0.0, -13, 77.1, 62.5
